sheet,cell,row,column,header,fill_rgb,fill_name,fill_class,has_value,value_preview
Inputs,B7,7,B,Ticker,,,other,1,MSFT
Inputs,C7,7,C,Report Bucket,,,other,1,Q4 25
Inputs,D7,7,D,Fiscal Period,,,other,1,FY26 Q2
Inputs,E7,7,E,Period End,,,other,1,2025-12-31
Inputs,F7,7,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,625
Inputs,G7,7,G,Fact Metric,,,other,1,Commercial remaining performance obligation
Inputs,H7,7,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,37.5
Inputs,I7,7,I,Capex Definition,,,other,1,"Company-reported capex, including finance-lease timing effects"
Inputs,J7,7,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/789019/000119312526027207/msft-20251231.htm
Inputs,K7,7,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.microsoft.com/en-us/Investor/earnings/FY-2026-Q2/press-release-webcast
Inputs,L7,7,L,Evidence / Derivation,,,other,1,Fact: Commercial RPO was $625B with a weighted-average duration of approximately 2.5 years. Capex: Official FY26 Q2 transcript: capital expenditures were $37.5B.
Inputs,M7,7,M,Fact Source ID,,,other,1,MSFT-Q425-FACT
Inputs,N7,7,N,Capex Source ID,,,other,1,MSFT-Q425-CAPEX
Inputs,P7,7,P,Ticker,,,other,1,AMZN
Inputs,Q7,7,Q,AI Revenue Proxy,,,other,1,RPO × assumed AI share ÷ assumed duration
Inputs,R7,7,R,AI Share of RPO/Revenue,FFFFF2CC,light yellow,assumption,1,0.55
Inputs,S7,7,S,RPO Duration (Years),FFFFF2CC,light yellow,assumption,1,4
Inputs,T7,7,T,AI Share of Capex,FFFFF2CC,light yellow,assumption,1,0.75
Inputs,U7,7,U,NOPAT Margin (Bear),FFFFF2CC,light yellow,assumption,1,0.2
Inputs,V7,7,V,NOPAT Margin (Base),FFFFF2CC,light yellow,assumption,1,0.28
Inputs,W7,7,W,NOPAT Margin (Bull),FFFFF2CC,light yellow,assumption,1,0.38
Inputs,X7,7,X,WACC,FFEAF2F8,light blue,fact,1,0.0727
Inputs,Y7,7,Y,Damodaran Sector / Date,,,other,1,"Retail (General), January 2026 U.S. industry average"
Inputs,Z7,7,Z,Annual Capex Guide / Midpoint / Actual ($B),FFEAF2F8,light blue,fact,1,200
Inputs,AA7,7,AA,Plan Basis,,,other,1,CY2026 company outlook; no replacement numeric Q2 update
Inputs,AB7,7,AB,Plan Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000002/amzn-20251231xex991.htm
Inputs,AC7,7,AC,Source / Assumption Caveat,,,other,1,"Amazon's SEC-filed Q4 2025 release said it expected about $200B of 2026 capex. The Q2 2026 10-Q and filed release did not provide a replacement numeric full-year plan. AI share, four-year duration, an"
Inputs,A8,8,A,Company,,,other,1,Microsoft
Inputs,B8,8,B,Ticker,,,other,1,MSFT
Inputs,C8,8,C,Report Bucket,,,other,1,Q1 26
Inputs,D8,8,D,Fiscal Period,,,other,1,FY26 Q3
Inputs,E8,8,E,Period End,,,other,1,2026-03-31
Inputs,F8,8,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,627
Inputs,G8,8,G,Fact Metric,,,other,1,Commercial remaining performance obligation
Inputs,H8,8,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,31.9
Inputs,I8,8,I,Capex Definition,,,other,1,"Company-reported capex, including finance-lease timing effects"
Inputs,J8,8,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/789019/000119312526191507/msft-20260331.htm
Inputs,K8,8,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.microsoft.com/en-us/Investor/earnings/FY-2026-Q3/press-release-webcast
Inputs,L8,8,L,Evidence / Derivation,,,other,1,Fact: Commercial RPO was $627B with a weighted-average duration of approximately 2.5 years. Capex: Official FY26 Q3 transcript: capital expenditures were $31.9B; cash paid for PP&E was $30.9B.
Inputs,M8,8,M,Fact Source ID,,,other,1,MSFT-Q126-FACT
Inputs,N8,8,N,Capex Source ID,,,other,1,MSFT-Q126-CAPEX
Inputs,P8,8,P,Ticker,,,other,1,ORCL
Inputs,Q8,8,Q,AI Revenue Proxy,,,other,1,RPO × assumed AI share ÷ assumed duration
Inputs,R8,8,R,AI Share of RPO/Revenue,FFFFF2CC,light yellow,assumption,1,0.85
Inputs,S8,8,S,RPO Duration (Years),FFFFF2CC,light yellow,assumption,1,5
Inputs,T8,8,T,AI Share of Capex,FFFFF2CC,light yellow,assumption,1,0.9
Inputs,U8,8,U,NOPAT Margin (Bear),FFFFF2CC,light yellow,assumption,1,0.1
Inputs,V8,8,V,NOPAT Margin (Base),FFFFF2CC,light yellow,assumption,1,0.18
Inputs,W8,8,W,NOPAT Margin (Bull),FFFFF2CC,light yellow,assumption,1,0.25
Inputs,X8,8,X,WACC,FFEAF2F8,light blue,fact,1,0.0783
Inputs,Y8,8,Y,Damodaran Sector / Date,,,other,1,"Computer Services, January 2026 U.S. industry average"
Inputs,Z8,8,Z,Annual Capex Guide / Midpoint / Actual ($B),FFEAF2F8,light blue,fact,1,55.663
Inputs,AA8,8,AA,Plan Basis,,,other,1,FY2026 reported actual; no comparable FY2027 gross-capex guide
Inputs,AB8,8,AB,Plan Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1341439/000119312526265848/orcl-ex99_1.htm
Inputs,AC8,8,AC,Source / Assumption Caveat,,,other,1,"Oracle reported FY2026 GAAP cash capex of $55.663B. Official Q4 slides guide to approximately $70B of FY2027 net cash outlay for capex, a non-GAAP measure that deducts capex financing and customer pre"
Inputs,A9,9,A,Company,,,other,1,Microsoft
Inputs,B9,9,B,Ticker,,,other,1,MSFT
Inputs,C9,9,C,Report Bucket,,,other,1,Q2 26
Inputs,D9,9,D,Fiscal Period,,,other,1,FY26 Q4
Inputs,E9,9,E,Period End,,,other,1,2026-06-30
Inputs,F9,9,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,678
Inputs,G9,9,G,Fact Metric,,,other,1,Commercial remaining performance obligation
Inputs,H9,9,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,41
Inputs,I9,9,I,Capex Definition,,,other,1,"Management-reported capex, including finance-lease commencement effects"
Inputs,J9,9,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/789019/000119312526323660/msft-20260630.htm
Inputs,K9,9,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.microsoft.com/en-us/investor/events/fy-2026/earnings-fy-2026-q4
Inputs,L9,9,L,Evidence / Derivation,,,other,1,Fact: Commercial remaining performance obligation was $678B; total company RPO was $684B. Weighted-average commercial-RPO duration including OpenAI was 2.3 years. Capex: Official FY26 Q4 call reports 
Inputs,M9,9,M,Fact Source ID,,,other,1,MSFT-Q226-FACT
Inputs,N9,9,N,Capex Source ID,,,other,1,MSFT-Q226-CAPEX
Inputs,P9,9,P,Ticker,,,other,1,META
Inputs,Q9,9,Q,AI Revenue Proxy,,,other,1,Quarterly revenue × 4 × assumed AI attribution
Inputs,R9,9,R,AI Share of RPO/Revenue,FFFFF2CC,light yellow,assumption,1,0.2
Inputs,S9,9,S,RPO Duration (Years),FFFFF2CC,light yellow,assumption,0,
Inputs,T9,9,T,AI Share of Capex,FFFFF2CC,light yellow,assumption,1,0.9
Inputs,U9,9,U,NOPAT Margin (Bear),FFFFF2CC,light yellow,assumption,1,0.25
Inputs,V9,9,V,NOPAT Margin (Base),FFFFF2CC,light yellow,assumption,1,0.32
Inputs,W9,9,W,NOPAT Margin (Bull),FFFFF2CC,light yellow,assumption,1,0.4
Inputs,X9,9,X,WACC,FFEAF2F8,light blue,fact,1,0.1066
Inputs,Y9,9,Y,Damodaran Sector / Date,,,other,1,"Software (Internet), January 2026 U.S. industry average"
Inputs,Z9,9,Z,Annual Capex Guide / Midpoint / Actual ($B),FFEAF2F8,light blue,fact,1,137.5
Inputs,AA9,9,AA,Plan Basis,,,other,1,Midpoint of narrowed CY2026 $130B-$145B company range
Inputs,AB9,9,AB,Plan Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1326801/000162828026050596/meta-06302026xexhibit991.htm
Inputs,AC9,9,AC,Source / Assumption Caveat,,,other,1,"Meta narrowed 2026 capex guidance to $130B-$145B from $125B-$145B. $137.5B is the model midpoint, not company point guidance. The 20% AI revenue attribution, 90% AI capex share, and scenario margins r"
Inputs,A10,10,A,Company,,,other,1,Alphabet
Inputs,B10,10,B,Ticker,,,other,1,GOOG
Inputs,C10,10,C,Report Bucket,,,other,1,Q2 25
Inputs,D10,10,D,Fiscal Period,,,other,1,Q2 2025
Inputs,E10,10,E,Period End,,,other,1,2025-06-30
Inputs,F10,10,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,108.2
Inputs,G10,10,G,Fact Metric,,,other,1,Revenue backlog / remaining performance obligations
Inputs,H10,10,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,22.446
Inputs,I10,10,I,Capex Definition,,,other,1,Cash purchases of property and equipment
Inputs,J10,10,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000062/goog-20250630.htm
Inputs,K10,10,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000062/goog-20250630.htm
Inputs,L10,10,L,Evidence / Derivation,,,other,1,"Fact: Revenue backlog/RPO was $108.2B as of June 30, 2025. Capex: Quarter capex = $39.643B first-half cash PP&E purchases less $17.197B Q1 = $22.446B."
Inputs,M10,10,M,Fact Source ID,,,other,1,GOOG-Q225-FACT
Inputs,N10,10,N,Capex Source ID,,,other,1,GOOG-Q225-CAPEX
Inputs,A11,11,A,Company,,,other,1,Alphabet
Inputs,B11,11,B,Ticker,,,other,1,GOOG
Inputs,C11,11,C,Report Bucket,,,other,1,Q3 25
Inputs,D11,11,D,Fiscal Period,,,other,1,Q3 2025
Inputs,E11,11,E,Period End,,,other,1,2025-09-30
Inputs,F11,11,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,157.7
Inputs,G11,11,G,Fact Metric,,,other,1,Revenue backlog / remaining performance obligations
Inputs,H11,11,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,23.953
Inputs,I11,11,I,Capex Definition,,,other,1,Cash purchases of property and equipment
Inputs,J11,11,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000091/goog-20250930.htm
Inputs,K11,11,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000091/goog-20250930.htm
Inputs,L11,11,L,Evidence / Derivation,,,other,1,"Fact: Revenue backlog/RPO was $157.7B as of September 30, 2025, primarily related to Google Cloud. Capex: Quarter capex = $63.596B nine-month cash PP&E purchases less $39.643B first half = $23.953B."
Inputs,M11,11,M,Fact Source ID,,,other,1,GOOG-Q325-FACT
Inputs,N11,11,N,Capex Source ID,,,other,1,GOOG-Q325-CAPEX
Inputs,A12,12,A,Company,,,other,1,Alphabet
Inputs,B12,12,B,Ticker,,,other,1,GOOG
Inputs,C12,12,C,Report Bucket,,,other,1,Q4 25
Inputs,D12,12,D,Fiscal Period,,,other,1,Q4 2025
Inputs,E12,12,E,Period End,,,other,1,2025-12-31
Inputs,F12,12,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,242.8
Inputs,G12,12,G,Fact Metric,,,other,1,Revenue backlog / remaining performance obligations
Inputs,H12,12,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,27.851
Inputs,I12,12,I,Capex Definition,,,other,1,Cash purchases of property and equipment
Inputs,J12,12,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm
Inputs,K12,12,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm
Inputs,L12,12,L,Evidence / Derivation,,,other,1,"Fact: Revenue backlog/RPO was $242.8B as of December 31, 2025, primarily related to Google Cloud. Capex: Quarter capex = $91.447B FY2025 cash PP&E purchases less $63.596B first nine months = $27.851B."
Inputs,M12,12,M,Fact Source ID,,,other,1,GOOG-Q425-FACT
Inputs,N12,12,N,Capex Source ID,,,other,1,GOOG-Q425-CAPEX
Inputs,A13,13,A,Company,,,other,1,Alphabet
Inputs,B13,13,B,Ticker,,,other,1,GOOG
Inputs,C13,13,C,Report Bucket,,,other,1,Q1 26
Inputs,D13,13,D,Fiscal Period,,,other,1,Q1 2026
Inputs,E13,13,E,Period End,,,other,1,2026-03-31
Inputs,F13,13,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,467.6
Inputs,G13,13,G,Fact Metric,,,other,1,Revenue backlog / remaining performance obligations
Inputs,H13,13,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,35.674
Inputs,I13,13,I,Capex Definition,,,other,1,Cash purchases of property and equipment
Inputs,J13,13,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000048/goog-20260331.htm
Inputs,K13,13,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000048/goog-20260331.htm
Inputs,L13,13,L,Evidence / Derivation,,,other,1,"Fact: Revenue backlog/RPO was $467.6B; $462.3B related to Google Cloud. Alphabet changed the definition in Q1 2026 to include original terms of one year or less ($7.3B), so the series has a comparabil"
Inputs,M13,13,M,Fact Source ID,,,other,1,GOOG-Q126-FACT
Inputs,N13,13,N,Capex Source ID,,,other,1,GOOG-Q126-CAPEX
Inputs,A14,14,A,Company,,,other,1,Alphabet
Inputs,B14,14,B,Ticker,,,other,1,GOOG
Inputs,C14,14,C,Report Bucket,,,other,1,Q2 26
Inputs,D14,14,D,Fiscal Period,,,other,1,Q2 2026
Inputs,E14,14,E,Period End,,,other,1,2026-06-30
Inputs,F14,14,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,519.5
Inputs,G14,14,G,Fact Metric,,,other,1,Revenue backlog / remaining performance obligations
Inputs,H14,14,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,44.924
Inputs,I14,14,I,Capex Definition,,,other,1,Cash purchases of property and equipment
Inputs,J14,14,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000071/goog-20260630.htm
Inputs,K14,14,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000071/goog-20260630.htm
Inputs,L14,14,L,Evidence / Derivation,,,other,1,"Fact: Revenue backlog/RPO was $519.5B, including $513.9B related to Google Cloud. The Q1 2026 short-term-contract definition change remains in effect, and Cloud backlog now includes TPU system-sale ag"
Inputs,M14,14,M,Fact Source ID,,,other,1,GOOG-Q226-FACT
Inputs,N14,14,N,Capex Source ID,,,other,1,GOOG-Q226-CAPEX
Inputs,A15,15,A,Company,,,other,1,Amazon
Inputs,B15,15,B,Ticker,,,other,1,AMZN
Inputs,C15,15,C,Report Bucket,,,other,1,Q2 25
Inputs,D15,15,D,Fiscal Period,,,other,1,Q2 2025
Inputs,E15,15,E,Period End,,,other,1,2025-06-30
Inputs,F15,15,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,195
Inputs,G15,15,G,Fact Metric,,,other,1,"Long-term customer commitments, primarily AWS"
Inputs,H15,15,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,32.183
Inputs,I15,15,I,Capex Definition,,,other,1,Cash payments to acquire productive assets (SEC XBRL)
Inputs,J15,15,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000086/amzn-20250630.htm
Inputs,K15,15,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000086/amzn-20250630.htm
Inputs,L15,15,L,Evidence / Derivation,,,other,1,"Fact: Long-term customer commitments, primarily AWS, were approximately $195B as of June 30, 2025. Capex: SEC XBRL PaymentsToAcquireProductiveAssets for Q2 2025 was $32.183B."
Inputs,M15,15,M,Fact Source ID,,,other,1,AMZN-Q225-FACT
Inputs,N15,15,N,Capex Source ID,,,other,1,AMZN-Q225-CAPEX
Inputs,A16,16,A,Company,,,other,1,Amazon
Inputs,B16,16,B,Ticker,,,other,1,AMZN
Inputs,C16,16,C,Report Bucket,,,other,1,Q3 25
Inputs,D16,16,D,Fiscal Period,,,other,1,Q3 2025
Inputs,E16,16,E,Period End,,,other,1,2025-09-30
Inputs,F16,16,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,200
Inputs,G16,16,G,Fact Metric,,,other,1,"Long-term customer commitments, primarily AWS"
Inputs,H16,16,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,35.095
Inputs,I16,16,I,Capex Definition,,,other,1,Cash payments to acquire productive assets (SEC XBRL)
Inputs,J16,16,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000123/amzn-20250930.htm
Inputs,K16,16,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000123/amzn-20250930.htm
Inputs,L16,16,L,Evidence / Derivation,,,other,1,"Fact: Long-term customer commitments, primarily AWS, were approximately $200B; weighted-average remaining life was 3.8 years. Capex: SEC XBRL PaymentsToAcquireProductiveAssets for Q3 2025 was $35.095B"
Inputs,M16,16,M,Fact Source ID,,,other,1,AMZN-Q325-FACT
Inputs,N16,16,N,Capex Source ID,,,other,1,AMZN-Q325-CAPEX
Inputs,A17,17,A,Company,,,other,1,Amazon
Inputs,B17,17,B,Ticker,,,other,1,AMZN
Inputs,C17,17,C,Report Bucket,,,other,1,Q4 25
Inputs,D17,17,D,Fiscal Period,,,other,1,Q4 2025
Inputs,E17,17,E,Period End,,,other,1,2025-12-31
Inputs,F17,17,F,RPO/Backlog or Revenue ($B),FFEAF2F8,light blue,fact,1,244
Inputs,G17,17,G,Fact Metric,,,other,1,"Long-term customer commitments, primarily AWS"
Inputs,H17,17,H,Quarterly Capex ($B),FFEAF2F8,light blue,fact,1,39.522
Inputs,I17,17,I,Capex Definition,,,other,1,Cash payments to acquire productive assets (SEC XBRL)
Inputs,J17,17,J,Fact Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm
Inputs,K17,17,K,Capex Source URL,FFEAF2F8,light blue,fact,1,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm
Inputs,L17,17,L,Evidence / Derivation,,,other,1,"Fact: Long-term customer commitments, primarily AWS, were approximately $244B as of December 31, 2025. Capex: Quarter capex = $131.819B FY2025 less $92.297B first nine months = $39.522B."
Inputs,M17,17,M,Fact Source ID,,,other,1,AMZN-Q425-FACT
Inputs,N17,17,N,Capex Source ID,,,other,1,AMZN-Q425-CAPEX
